価格グループコード,商品コード,SKUコード,掲載開始日,掲載期限,定価,単価,特記事項,規格１名,産地略称
00000600000,101410052,22090105160101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,定置網物水氷,約5㎏　8入,岩手県
00002110000,101410052,22090105160101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,定置網物水氷,約5㎏　8入,岩手県
00003370000,101410052,22090105160101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2000.00,定置網物水氷,約5㎏　8入,岩手県
10000000001,101410052,22090105160101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2100.00,定置網物水氷,約5㎏　8入,岩手県
10000000002,101410052,22090105160101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,定置網物水氷,約5㎏　8入,岩手県
10000000003,101410052,22090105160101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,定置網物水氷,約5㎏　8入,岩手県
00000530000,101410096,22090204920101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3000.00,底曳き網物子持ち割合約5割,約3/3.5㎏　10入,兵庫県
00000600000,101410096,22090204920101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3100.00,底曳き網物子持ち割合約5割,約3/3.5㎏　10入,兵庫県
00002110000,101410096,22090204920101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3000.00,底曳き網物子持ち割合約5割,約3/3.5㎏　10入,兵庫県
00003370000,101410096,22090204920101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3000.00,底曳き網物子持ち割合約5割,約3/3.5㎏　10入,兵庫県
10000000001,101410096,22090204920101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3000.00,底曳き網物子持ち割合約5割,約3/3.5㎏　10入,兵庫県
10000000002,101410096,22090204920101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3100.00,底曳き網物子持ち割合約5割,約3/3.5㎏　10入,兵庫県
10000000003,101410096,22090204920101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3100.00,底曳き網物子持ち割合約5割,約3/3.5㎏　10入,兵庫県
00000530000,101410265,22090105100101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1100.00,釣物,約3㎏　1入,鹿児島県
00000600000,101410265,22090105100101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1150.00,釣物,約3㎏　1入,鹿児島県
00002110000,101410265,22090105100101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1100.00,釣物,約3㎏　1入,鹿児島県
00003370000,101410265,22090105100101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1100.00,釣物,約3㎏　1入,鹿児島県
10000000001,101410265,22090105100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1100.00,釣物,約3㎏　1入,鹿児島県
10000000002,101410265,22090105100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1150.00,釣物,約3㎏　1入,鹿児島県
10000000003,101410265,22090105100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1150.00,釣物,約3㎏　1入,鹿児島県
00000530000,101410354,22090201090101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,5000.00,底曳物,1尾約0.4㎏,山口県
00000600000,101410354,22090201090101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,5050.00,底曳物,1尾約0.4㎏,山口県
00002110000,101410354,22090201090101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,5000.00,底曳物,1尾約0.4㎏,山口県
00003370000,101410354,22090201090101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,5000.00,底曳物,1尾約0.4㎏,山口県
10000000001,101410354,22090201090101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,5000.00,底曳物,1尾約0.4㎏,山口県
10000000002,101410354,22090201090101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,5050.00,底曳物,1尾約0.4㎏,山口県
10000000003,101410354,22090201090101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,5050.00,底曳物,1尾約0.4㎏,山口県
10000000004,101410354,22090201090101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,5050.00,底曳物,1尾約0.4㎏,山口県
10000000006,101410354,22090201090101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4999.00,底曳物,1尾約0.4㎏,山口県
10000000007,101410354,22090201090101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4797.00,底曳物,1尾約0.4㎏,山口県
10000000008,101410354,22090201090101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4545.00,底曳物,1尾約0.4㎏,山口県
00000530000,101602003,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,500.00,,約３ｋｇ　８尾前後,-
00000600000,101602003,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,500.00,,約３ｋｇ　８尾前後,-
00002110000,101602003,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,500.00,,約３ｋｇ　８尾前後,-
00003370000,101602003,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,500.00,,約３ｋｇ　８尾前後,-
10000000001,101602003,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,500.00,,約３ｋｇ　８尾前後,-
10000000002,101602003,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,500.00,,約３ｋｇ　８尾前後,-
10000000003,101602003,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,530.00,,約３ｋｇ　８尾前後,-
00000530000,101602005,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,600.00,,約３ｋｇ　５尾前後,-
00000600000,101602005,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,600.00,,約３ｋｇ　５尾前後,-
00002110000,101602005,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,600.00,,約３ｋｇ　５尾前後,-
00003370000,101602005,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,600.00,,約３ｋｇ　５尾前後,-
10000000001,101602005,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,600.00,,約３ｋｇ　５尾前後,-
10000000002,101602005,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,600.00,,約３ｋｇ　５尾前後,-
10000000003,101602005,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,630.00,,約３ｋｇ　５尾前後,-
00000530000,101800990,22090200590101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1300.00,,不定貫,熊本県
00000600000,101800990,22090200590101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1300.00,,不定貫,熊本県
00002110000,101800990,22090200590101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1300.00,,不定貫,熊本県
00003370000,101800990,22090200590101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1300.00,,不定貫,熊本県
10000000001,101800990,22090200590101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1300.00,,不定貫,熊本県
10000000002,101800990,22090200590101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1300.00,,不定貫,熊本県
10000000003,101800990,22090200590101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1300.00,,不定貫,熊本県
00000530000,101830000,22090200980101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,2ｋ,不定貫,瀬戸内海
00000600000,101830000,22090200980101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,2ｋ,不定貫,瀬戸内海
00002110000,101830000,22090200980101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,2ｋ,不定貫,瀬戸内海
00003370000,101830000,22090200980101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,2ｋ,不定貫,瀬戸内海
10000000001,101830000,22090200980101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,2ｋ,不定貫,瀬戸内海
10000000002,101830000,22090200980101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,2ｋ,不定貫,瀬戸内海
10000000003,101830000,22090200980101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,2ｋ,不定貫,瀬戸内海
00000530000,301002644,22090200610101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,850.00,,計量 5kg,宍道湖
00000600000,301002644,22090200610101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,900.00,,計量 5kg,宍道湖
00002110000,301002644,22090200610101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,900.00,,計量 5kg,宍道湖
00003370000,301002644,22090200610101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,830.00,,計量 5kg,宍道湖
10000000001,301002644,22090200610101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,900.00,,計量 5kg,宍道湖
10000000002,301002644,22090200610101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,900.00,,計量 5kg,宍道湖
10000000003,301002644,22090200610101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,842.00,,計量 5kg,宍道湖
10000000004,301002644,22090200610101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,842.00,,計量 5kg,宍道湖
10000000006,301002644,22090200610101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,833.00,,計量 5kg,宍道湖
10000000007,301002644,22090200610101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,799.00,,計量 5kg,宍道湖
10000000008,301002644,22090200610101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,757.00,,計量 5kg,宍道湖
00000530000,301412069,22090105120101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,巻網物水氷,1,長崎県
00000600000,301412069,22090105120101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,巻網物水氷,1,長崎県
00002110000,301412069,22090105120101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,巻網物水氷,1,長崎県
00003370000,301412069,22090105120101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2400.00,巻網物水氷,1,長崎県
10000000001,301412069,22090105120101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,巻網物水氷,1,長崎県
10000000002,301412069,22090105120101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,巻網物水氷,1,長崎県
10000000003,301412069,22090105120101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2500.00,巻網物水氷,1,長崎県
00000530000,301412142,22090201070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2000.00,活〆養殖物約1尾0.5㎏,不定貫,大分県沖
00000600000,301412142,22090201070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2050.00,活〆養殖物約1尾0.5㎏,不定貫,大分県沖
00002110000,301412142,22090201070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2000.00,活〆養殖物約1尾0.5㎏,不定貫,大分県沖
00003370000,301412142,22090201070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1950.00,活〆養殖物約1尾0.5㎏,不定貫,大分県沖
10000000001,301412142,22090201070101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2000.00,活〆養殖物約1尾0.5㎏,不定貫,大分県沖
10000000002,301412142,22090201070101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2050.00,活〆養殖物約1尾0.5㎏,不定貫,大分県沖
10000000003,301412142,22090201070101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2050.00,活〆養殖物約1尾0.5㎏,不定貫,大分県沖
00000530000,301414014,22090204070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4000.00,棒受け網物,1,北海道青森県沖太平洋
00000600000,301414014,22090204070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4200.00,棒受け網物,1,北海道青森県沖太平洋
00002110000,301414014,22090204070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4000.00,棒受け網物,1,北海道青森県沖太平洋
00003370000,301414014,22090204070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3600.00,棒受け網物,1,北海道青森県沖太平洋
10000000001,301414014,22090204070101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4000.00,棒受け網物,1,北海道青森県沖太平洋
10000000002,301414014,22090204070101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4200.00,棒受け網物,1,北海道青森県沖太平洋
10000000003,301414014,22090204070101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4000.00,棒受け網物,1,北海道青森県沖太平洋
00000530000,301414015,22090204080101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3800.00,棒受け網物,1,北海道青森県沖太平洋
00000600000,301414015,22090204080101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4000.00,棒受け網物,1,北海道青森県沖太平洋
00002110000,301414015,22090204080101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3800.00,棒受け網物,1,北海道青森県沖太平洋
00003370000,301414015,22090204080101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3500.00,棒受け網物,1,北海道青森県沖太平洋
10000000001,301414015,22090204080101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3800.00,棒受け網物,1,北海道青森県沖太平洋
10000000002,301414015,22090204080101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4000.00,棒受け網物,1,北海道青森県沖太平洋
10000000003,301414015,22090204080101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3790.00,棒受け網物,1,北海道青森県沖太平洋
00000530000,301431008,22090201040101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1000.00,巻網物下氷,1,愛知県
00000600000,301431008,22090201040101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1100.00,巻網物下氷,1,愛知県
00002110000,301431008,22090201040101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1000.00,巻網物下氷,1,愛知県
00003370000,301431008,22090201040101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1000.00,巻網物下氷,1,愛知県
10000000001,301431008,22090201040101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1000.00,巻網物下氷,1,愛知県
10000000002,301431008,22090201040101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1100.00,巻網物下氷,1,愛知県
10000000003,301431008,22090201040101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1100.00,巻網物下氷,1,愛知県
10000000004,301431008,22090201040101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1100.00,巻網物下氷,1,愛知県
10000000006,301431008,22090201040101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1089.00,巻網物下氷,1,愛知県
10000000007,301431008,22090201040101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1045.00,巻網物下氷,1,愛知県
10000000008,301431008,22090201040101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,990.00,巻網物下氷,1,愛知県
00000530000,301445081,22090201140101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1550.00,養殖物,不定貫 3-4kg,高知県沖
00000600000,301445081,22090201140101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1600.00,養殖物,不定貫 3-4kg,高知県沖
00002110000,301445081,22090201140101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1550.00,養殖物,不定貫 3-4kg,高知県沖
00003370000,301445081,22090201140101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1550.00,養殖物,不定貫 3-4kg,高知県沖
10000000001,301445081,22090201140101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1550.00,養殖物,不定貫 3-4kg,高知県沖
10000000002,301445081,22090201140101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1600.00,養殖物,不定貫 3-4kg,高知県沖
10000000003,301445081,22090201140101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1630.00,養殖物,不定貫 3-4kg,高知県沖
00000530000,301448015,22090201150101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1650.00,養殖物,不定貫 3-4kg,鹿児島県
00000600000,301448015,22090201150101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1700.00,養殖物,不定貫 3-4kg,鹿児島県
00002110000,301448015,22090201150101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1650.00,養殖物,不定貫 3-4kg,鹿児島県
00003370000,301448015,22090201150101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1650.00,養殖物,不定貫 3-4kg,鹿児島県
10000000001,301448015,22090201150101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1650.00,養殖物,不定貫 3-4kg,鹿児島県
10000000002,301448015,22090201150101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1700.00,養殖物,不定貫 3-4kg,鹿児島県
10000000003,301448015,22090201150101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1680.00,養殖物,不定貫 3-4kg,鹿児島県
00000530000,301451318,22090201100101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3900.00,巻網物水氷25杯入前後,1,島根県
00000600000,301451318,22090201100101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4000.00,巻網物水氷25杯入前後,1,島根県
00002110000,301451318,22090201100101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3900.00,巻網物水氷25杯入前後,1,島根県
00003370000,301451318,22090201100101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3900.00,巻網物水氷25杯入前後,1,島根県
