商品コード,SKUコード,商品名,契約区分,規格１名,荷主コード,荷主名,産地コード,産地名,単位,在庫数,発注先企業コード,発注先部署コード,発注先部署名,発注先担当者コード,発注先担当者名,ＪＡＮコード,納品予定日_開始,納品予定日_終了,入荷日,ロット番号,ロット行,ロット枝,倉庫コード,特記事項,配送締切時間,配送日数,商談有無,値引有無
101215101,101215101,ﾀﾞｲｺﾝｹﾝ700g,1,1,,,99999,その他,3,5.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,,,,,,,,,0,0
101333300,101333300,ｷﾊﾀﾞﾛｲﾝ,1,不定貫,,,00047,沖縄県,4,0.00,01,110113,鮮魚  太物,89512,片山  法順,,2021/08/10 0:00:00,2021/08/10 0:00:00,,,,,,,,,0,0
101333316,101333316,養殖ﾎﾝﾏｸﾞﾛ(ｸﾛﾏｸﾞﾛ)ﾛｲﾝ,1,不定貫,,,00042,長崎県,4,0.00,01,110113,鮮魚  太物,89512,片山  法順,,2021/08/10 0:00:00,2021/08/10 0:00:00,,,,,,,,,0,0
101410020,21080800290101,ﾏｱｼﾞ,1,不定貫,115189,加瀬商店,00012,千葉県,4,30.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/09 0:00:00,2108080029,01,01,991010,巻網物　水氷120g,,,0,0
101410021,21080800220101,ﾏｱｼﾞ小,1,不定貫,116071,共和産業,00032,島根県,4,25.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/09 0:00:00,2108080022,01,01,991010,巻網物　水氷70/80g前後,,,0,0
101410022,21080800230101,ﾏｱｼﾞ中,1,不定貫,121021,島水,00032,島根県,4,150.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/09 0:00:00,2108080023,01,01,991010,巻網物　水氷27/29入,,,0,0
101410031,21080800350101,ﾏﾙｱｼﾞ小,1,不定貫,121129,昌和水産 本社,00040,福岡県,4,6.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/09 0:00:00,2108080035,01,01,991010,巻網物　水氷20/25入,,,0,0
101410051,21080800320101,ﾏｻﾊﾞ小,1,不定貫,121129,昌和水産 本社,00040,福岡県,4,197.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/09 0:00:00,2108080032,01,01,991010,巻網物　水氷,,,0,0
101410073,21080903990101,ﾏｲﾜｼ大,1,不定貫,120113,さ印さんりく,00001,北海道,4,7.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/10 0:00:00,2108090399,01,01,991010,棒受け網物,,,0,0
101410094,21080501150101,ｴﾃｶﾞﾚｲ(ｿｳﾊﾁ),1,不定貫,120113,さ印さんりく,00001,北海道,4,0.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/06 0:00:00,2108050115,01,01,991010,6ｋ約１２尾,,,0,0
101410353,21080800170101,ｱｶﾑﾂ中,1,不定貫,140212,松田水産,00042,長崎県,4,21.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/09 0:00:00,2108080017,01,01,991010,釣り物1尾約230g,,,0,0
101410715,21080205890101,ｲｻｷ,1,不定貫,112015,竹村水産,00039,高知県,4,14.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/03 0:00:00,2108020589,01,01,991010,定置網物9/11入,,,0,0
101410719,21080903850101,ｲｻｷ大,1,不定貫,116071,共和産業,00032,島根県,4,22.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/10 0:00:00,2108090385,01,01,991010,定置網物,,,0,0
101611501,101611501,ﾀﾁｳｵ,1,不定貫,,,00042,長崎県,4,0.00,01,110114,鮮魚  活魚,89914,宮内  亮哉,,2021/08/10 0:00:00,2021/08/10 0:00:00,,,,,,,,,0,0
303048518,303048518,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆｼｭﾘﾝｸ5L(8-9肩/4kg)4kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011162,501011162,生ｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ1㎏化粧箱,2,6,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011972,501011972,穴子巻芯50本/約400g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501014580,501014580,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ5L(300-350g/肩)ﾊｰﾌﾎﾟｰｼｮﾝ1kg化粧箱,2,6,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505070016,505070016,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾌﾚｰｸ無添加赤白ﾐｯｸｽ500g,2,20,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505075326,505075326,ﾅｶﾞﾒﾇｹ西京漬け90g×2切,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505081443,505081443,樺太鱒ゆず塩麹漬け100g×2切,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
701001026,21080800260101,ﾊﾏﾁ4入/12-14㎏,1,1,121129,昌和水産 松浦,00042,長崎県,1,133.00,01,110111,鮮魚  青物,89507,桑田  恵一,,2021/08/10 0:00:00,2021/08/10 0:00:00,2021/08/09 0:00:00,2108080026,01,01,991010,巻網物12/13㎏,,,0,0
701050204,701050204,養殖ﾏﾀﾞｲ1尾約0.8kg,1,不定貫,,,00038,愛媛県,4,0.00,01,110115,鮮魚  養魚,89194,武政  佑一朗,,2021/08/10 0:00:00,2021/08/10 0:00:00,,,,,,,,,0,0
301002717,301002717,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆｼｭﾘﾝｸﾊﾟｯｸ5L(NET800g/肩),2,5×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303044450,303044450,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ切目入り31-35個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501014004,501014004,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝ2L(31-40個/㎏)1㎏,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505074524,505074524,ｶﾗｽｶﾞﾚｲ縁側3cmUP 500g,2,20,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505079576,505079576,いか切身240g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083331,505083331,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ3肩(約570g),2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4548176217588,,,,,,,,,,,0,0
301000860,301000860,生ｽﾞﾜｲｶﾞﾆ4L(8-9肩/3kg)3kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501012184,501012184,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ15本/500g,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501014428,501014428,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ1kg化粧箱,2,8,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501016453,501016453,生ｽﾞﾜｲｶﾞﾆ5L(300-350g/肩)ﾊｰﾌﾎﾟｰｼｮﾝ1㎏化粧箱,2,6,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505000187,505000187,生ﾀﾗﾊﾞｶﾞﾆ5L(約3肩/3㎏)3㎏,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505070018,505070018,養殖ぶり切身60g×10切,2,18,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505080016,505080016,ﾎﾞｲﾙﾀﾞｺ70g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084201,505084201,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ800g化粧箱,2,6,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301003956,301003956,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ3L(300-350g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010426,501010426,あじの昆布たまり醤油干し4枚(約140g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501012355,501012355,金目鯛の醤油糀干し3枚(約120g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501013053,501013053,ｻｰﾓﾝｼｰﾄ5枚/250g,2,40,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505065789,505065789,ﾏｱｼﾞｽｷﾝﾚｽﾌｨｰﾚ約14g×10枚花まる,2,2,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505071050,505071050,さば西京漬け100g×2切,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083281,505083281,昆布醤油子持ちししゃも丸干し130g,2,15×3,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4977920001362,,,,,,,,,,,0,0
301000928,301000928,ﾎﾞｲﾙﾄｹﾞｽﾞﾜｲｶﾞﾆM(150-200g/肩)9kg,2,計量 9kg,,,,,4,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002778,301002778,ﾎﾞｲﾙﾄｹﾞｽﾞﾜｲｶﾞﾆ爪6L(11-15個/kg)800g,2,6×2,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004376,301004376,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2L(9肩/2kg)2kg化粧箱,2,3,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011001,501011001,ﾎﾞｲﾙ紅ｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝ300g,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4571117840859,,,,,,,,,,,0,0
501016537,501016537,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ450g,2,8×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4972195296918,,,,,,,,,,,0,0
501017531,501017531,ﾄﾗｳﾄｽﾗｲｽ7g×20枚,2,20×2,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
301000474,301000474,生ｽﾞﾜｲｶﾞﾆ2L(250-300g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301000833,301000833,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝ41-50個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303044644,303044644,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り26-30個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501011528,501011528,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ30本/500g生食可,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501016621,501016621,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ360g(脚6-7本),2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114305038,,,,,,,,,,,0,0
505071977,505071977,縞ほっけたまり醤油干し3枚(約100g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505079395,505079395,むきえび100g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084327,505084327,紋甲ｲｶ端材500g,2,20,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
301002987,301002987,ﾎﾞｲﾙﾍﾞﾆｽﾞﾜｲｶﾞﾆ棒肉4段(160-210本/kg)1kg,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303053666,303053666,生ﾀﾗﾊﾞｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ1.5kg化粧箱,2,3,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010967,501010967,ｻﾝﾏ2尾(約140g/尾),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501011704,501011704,あじの一夜干し3枚(約50g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501012909,501012909,ｷｽｽﾗｲｽ昆布味8g×20枚ｽﾘｯﾄ入り,2,48,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,4902618751540,,,,,,,,,,,0,0
501016700,501016700,ﾏｸﾞﾛﾀﾀｷ70g,2,40×2,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505076745,505076745,BT寿司ｴﾋﾞ4L(9-9.5cm)20尾,2,30×2,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084868,505084868,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ400gﾊﾞﾙﾀﾞｲ種ﾊﾛｰｽﾞ用,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114305304,,,,,,,,,,,0,0
301003955,301003955,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2L(250-300g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301003981,301003981,切ﾜﾀﾘｶﾞﾆ2L(11-15肩/kg)1kg,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303052088,303052088,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ切目入り31-35個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303053098,303053098,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ4L(350-400g/肩)5kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303054701,303054701,生ｽﾞﾜｲｶﾞﾆ2L(250-300g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010174,501010174,煮穴子ｽﾗｲｽ8g×20枚,2,50,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505052705,505052705,子持ち浅羽ｶﾞﾚｲ切身120g×2切,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505075153,505075153,かにつめｺﾛｯｹ6個(360g),2,8×4,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084110,505084110,ﾎﾞｲﾙﾀﾗﾊﾞ･ｽﾞﾜｲｶﾞﾆﾐｯｸｽﾊｰﾌﾎﾟｰｼｮﾝ900g,2,4×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303051577,303051577,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ3L(300-350g/肩)5kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010968,501010968,ｻﾝﾏ3尾(約140g/尾),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501011593,501011593,ｷﾊﾀﾞｽﾗｲｽ9g×10枚,2,40,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501014357,501014357,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆｼｭﾘﾝｸ5L(6-7肩/3kg)3kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501016107,501016107,さんまの一夜干し4枚(約70g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505080440,505080440,むきえび大70g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083384,505083384,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆ腹肉9.98kg,2,1,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002375,301002375,生ﾀﾗﾊﾞｶﾞﾆ2L(700-900g/肩)7㎏,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303053890,303053890,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ3L(7-8肩/2kg)2kg化粧箱,2,4,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010127,501010127,ﾊﾞﾅﾒｲ寿司ｴﾋﾞ5L(10.0-10.5cm)20尾,2,30×2,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501011527,501011527,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪切目入り400g袋,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501012456,501012456,むきえび大100g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501016429,501016429,ﾌﾞﾗﾝﾁﾝｸﾞうに50gﾄﾚｰ(ﾀﾚ付き),2,4×4,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,4524839016187,,,,,,,,,,,0,0
505071976,505071976,縞ほっけたまり醤油干し2枚(約100g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084047,505084047,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ1.5㎏化粧箱ﾊﾞﾙﾀﾞｲ種,2,4,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301001138,301001138,切ﾜﾀﾘｶﾞﾆ(ﾀｲﾜﾝｶﾞｻﾞﾐ)2S(31-40肩/kg)1kg,2,12,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002630,301002630,生ｽﾞﾜｲｶﾞﾆ4L(9肩/3kg)3kg,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301004808,301004808,ﾎﾞｲﾙﾄｹﾞｽﾞﾜｲｶﾞﾆ粗ほぐしﾌﾚｰｸ500g,2,20,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303054773,303054773,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆL(200-250g/肩)5kg,2,1,,,,,1,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501010963,501010963,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆL(4-6肩/㎏）1㎏化粧箱,2,8,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4562114303195,,,,,,,,,,,0,0
501011705,501011705,あじの一夜干し4枚(約50g/枚),2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
501015616,501015616,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ25本/500g生食可,2,2×6,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501016454,501016454,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆL3肩(約750g),2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,4978210102042,,,,,,,,,,,0,0
505079394,505079394,むきえび70g,2,1,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505083390,505083390,生ｽﾞﾜｶﾞﾆｲﾊｰﾌﾎﾟｰｼｮﾝ250g,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
505083476,505083476,ｶﾗｽｶﾞﾚｲ縁側ｽﾗｲｽ6g×20枚,2,20×2,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084109,505084109,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｼｮﾝ1.8㎏,2,3×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301002509,301002509,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆｼｭﾘﾝｸ4L(8-9肩/3kg)3kgS,2,2,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
301003963,301003963,ﾎﾞｲﾙ毛ｶﾞﾆ11尾/4kg,2,11×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303046323,303046323,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ爪ﾎﾟｰｼｮﾝ切目入り26-30個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303050793,303050793,ﾎﾞｲﾙﾚｯﾄﾞｸﾗﾌﾞﾌﾚｰｸ800g,2,10,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303053641,303053641,ﾎﾞｲﾙﾀﾗﾊﾞｶﾞﾆｼｭﾘﾝｸ4L(約600g),2,5×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501012955,501012955,紋甲ｲｶｽﾗｲｽ9g×20枚,2,50,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505075350,505075350,ｱﾝｺｳ唐揚げ1kg,2,10,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505077087,505077087,ﾎﾞｲﾙﾏﾀﾞｺｽﾗｲｽ6g×20枚,2,40×2,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
505084985,505084985,ﾊﾞﾅﾒｲ寿司ｴﾋﾞ3L(9-9.5cm)20尾,2,30×2,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,,,,,,,,,,,,0,0
303040894,303040894,ﾎﾞｲﾙｽﾞﾜｲｶﾞﾆ2本爪ﾎﾟｰｼｮﾝ21-30個/kg 1kg,2,6×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
303053479,303053479,生ｽﾞﾜｲｶﾞﾆ3L(7-8肩/2kg)2kg化粧箱,2,3,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501016048,501016048,生ｽﾞﾜｲｶﾞﾆ棒ﾎﾟｰｼｮﾝ15本/500g,2,12×2,,,,,3,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
501016385,501016385,うにｲｸﾗｾｯﾄ200g,2,2×4,,,,,3,0.00,01,110333,水産  ｳﾅｷﾞ寿司ﾈﾀ,92332,川西  達也,4524839016552,,,,,,,,,,,0,0
501016482,501016482,生ｽﾞﾜｲｶﾞﾆﾊｰﾌﾎﾟｰｼｮﾝ2㎏化粧箱,2,3,,,,,2,0.00,01,110328,水産  凍魚ｶﾆ,92283,羽原  宏明,,,,,,,,,,,,0,0
